Report generated on: 04-02-2024 16:48:16
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-DOM-TST.A","        Coal (Mst)","0","0","0","7.71617","14.33003","24.691744","30.86468","25.573592","10.692407","11.0231","18.73927","21.384814","20.282504","23.699665","67.24091","88.1848","114.64024","116.84486","165.3465","55.1155","102.51483","223.76893","256.83823","422.18473","475.09561","524.69956","776.02624","802.48168","870.8249","852.08563","823.42557","875.23414","965.62356","950.19122","1087.97997","1211.43869","1245.6103","1278.6796","1257.73571","2122.8070684433","2128.8697734433","2278.8638388581","2410.75197"
"INTL.11-2-DOM-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-DOM-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-DOM-TST.A","            Bituminous (Mst)","0","0","0","7.71617","14.33003","24.691744","30.86468","25.573592","10.692407","11.0231","18.73927","21.384814","20.282504","23.699665","67.24091","88.1848","114.64024","116.84486","165.3465","55.1155","102.51483","223.76893","256.83823","422.18473","475.09561","524.69956","776.02624","802.48168","870.8249","852.08563","823.42557","875.23414","965.62356","950.19122","1087.97997","1211.43869","1245.6103","1278.6796","1257.73571","2122.8070684433","2128.8697734433","2278.8638388581","2410.75197"
"INTL.119-2-DOM-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-DOM-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-DOM-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","1.37495425309","1.56197327","1.39772908","0.8446450375","2.23879161","1.410626107","1.41137016625","1.75377521","2.9872601","2.51239046355","1.1638740135","0.44864017","0.283844825","0.11904948","0.1433003","0.16755112","0.366518075","0.9695367605","0.5669951947","0.2897201373","0.44007081206","0.4655275592","0.40431187566","0.43561968428","0.41475295598","2.11056539925","3.44862643895","0.41475295598","1.720264986","0.44120067981","0.85303802584","0.62806427101"
"","Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ECU-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9195183419399979","1.064927360970033","1.2103363800000313","1.0681383900000172","1.608306239966688","1.913059004999954","3.1652556072500286","9.889223148529952","2.580202370129954","5.289454101002534","7.162711172099983","15.449792874229928","14.20591320092946","18.59664762064998","22.24860726451","20.49396674116","24.87219655624","14.117047724505","15.4580679154","17.08322296779527","16.31259846898","11.107307114365","20.74098504693424","21.5231869743"
"INTL.11-2-ECU-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.90760943554812","1.055530595477","1.2075409404867","1.0656732180813","1.587476673456","1.8882825110753","3.1242616096169","9.7611454067464","2.5467855397129","5.2209490904118","7.0699451521415","15.249698837253","14.021928953085","18.355797900078","21.96046012358","20.26490562085","24.77244301279","14.0665448407","15.370059485","17.02474915141","16.2535940193","10.96884540411","20.63832415645","21.5231869743"
"INTL.130-2-ECU-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ECU-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0023918677420931","0.0018873118591417","0.00056145555073553","0.00049512230569842","0.0041835552803301","0.0049762836847021","0.0082335201345606","0.025724026117222","0.0067116690724903","0.013759023676219","0.018631773850569","0.040188280659988","0.03695267835614","0.048373936142547","0.05787347962","0.13982251195","0.09376028398","0.0420531265","0.0779002477","0.03757071185527","0.0448970863","0.036438510515","0.07284450729424","0"
"INTL.119-2-ECU-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0095170386497848","0.0075094536338912","0.0022339839625958","0.0019700496130187","0.016646011230358","0.019800210239952","0.032760477498568","0.10235371566633","0.026705161344564","0.054745986914515","0.074134246107914","0.15990575631694","0.14703156948832","0.19247578442943","0.23027366131","0.08923860836","0.00599325947","0.008449757305","0.0101081827","0.02090310453","0.01410736338","0.10202319974","0.02981638319","0"
"INTL.14-2-ECU-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ECU-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.15717968487"
"","Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-EGY-TST.A","        Coal (Mst)","1004.20441","1298.52118","1330.48817","1251.12185","1270.96343","1340.40896","1344.8182","1424.18452","1557.56403","1593.94026","1399.9337","1330.48817","1273.16805","1633.62342","2041.47812","1927.94019","1932.34943","1956.60025","1631.4188","1709.68281","1906.9963","1989.66955","1817.70919","1995.855207","1934.21163","2150.32623","2123.05542","2116.71447","1933.45174","1844.16463","1771.0471","1406.5896","1075.70329","866.95076","1026.03812","2148.95672184128","2716.454383274244","3192.45928152921","5229.567714136973","4345.13363084138","2256.07377938297","3594.005396623534","3077.672202010638"
"INTL.11-2-EGY-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.04791","11.29932","78.68538","97.40907","150.98607","147.25968","213.21341","119.46052","340.16028","369.1784","331.31354","303.22691","294.32132","170.30536058448","7.54008148905","25.46671532933","23.40031949178","63.90634178137","50.57992204628","51.41726648465","39.089467491592"
"INTL.130-2-EGY-TST.A","            Metallurgical coal (Mst)","969.39919","1243.53587","1269.68753","1208.59178","1223.2256","1288.33132","1292.74056","1369.93698","1496.80679","1531.01311","1341.78034","1286.39577","1229.07565","1575.52071","1973.11797","1849.32261","1835.6178","1872.78867","1555.13274","1609.04441","1761.78426","1874.88356","1705.28204","1871.066727","1749.878007","1945.74687","1867.003083","1866.715616","1619.771009","1615.118592","1314.425205","921.900598","644.675981","361.305777","274.46362","435.34961833","343.63742633","682.34752696","595.36093793","604.3754637635","80.5626019275","395.41195012165","392.42236"
"INTL.12-2-EGY-TST.A","            Bituminous (Mst)","34.80522","54.98531","60.80064","42.53007","47.73783","52.07764","52.07764","54.24754","60.75724","62.92715","58.15336","44.0924","44.0924","58.10271","68.36015","78.61758","96.73163","83.81158","76.28606","57.72772","81.34753","59.41952","62.46364","71.82495","69.349843","70.2809","71.211957","72.143014","73.074071","74.005128","74.936185","75.867242","76.798299","199.19404","428.06393","1533.7199357713","2360.0925450765","2472.1940137868","4608.3927625782","3654.9780144551","2086.2885250508","3086.8634705269","2617.98625"
"INTL.119-2-EGY-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.91068","63.86451","55.36647","46.9156","41.66421","36.2984","36.88939","33.85431","30.59616","27.39325","35.58039","41.52543","39.64336","22.91547","3.224033","29.18925","9.5818071555","5.184330378694","12.45102545308","2.324407026993","21.80303151631","37.95649388175","60.138764972334","28.174124519046"
"INTL.14-2-EGY-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08928711","0.0707793251","0.68623647664","0.173944518","0"
"INTL.21-2-EGY-TST.A","        Metallurgical coke (Mst)","809.09554","1042.78526","1079.16149","1028.45523","1042.78526","1101.20769","1113.3331","1125.45851","1234.5872","1234.5872","1069.2407","1289.7027","1334.89741","1574.09868","1353.63668","1189.39249","1281.98653","1315.05583","1347.02282","1187.18787","1168.4486","1118.84465","1199.31328","1243.40568","1270.96343","1257.184555","1193.5261525","1129.86775","1016.32982","902.79189","717.50647051545","676.81834","617.45593168215","558.0935233643","304.584236495","296.07567811652","287.56711973803","274.62834164447","266.11978326599","256.28215897298","313.63671137116","355.82438965352","320.77355784645"
"","El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-SLV-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-SLV-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-SLV-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-SLV-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-SLV-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-SLV-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-SLV-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0.32738607","0.57165355676","0.58513260344","0.62503071389","0.64705486769","0.71711989591","0.85405986721","0.94550970943","0.61285239301","0.54564014307","0.89267709344","0.80024619532","1.33935845857","1.10119556459","1.16799885752","0.96790203477","0.76048918055","0.61007567412","0.71513132867","0.66232075888","0.75903082442","0.82938465786","0.70418979961","0.57926941655","0.63139655414","0.76849856501","0.7010030214","0.56167544664","0.62603932754","0.51274831498"
"","Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-GNQ-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-GNQ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-GNQ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-GNQ-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-GNQ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-GNQ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-GNQ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ERI-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-ERI-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ERI-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ERI-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-ERI-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-ERI-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ERI-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Estonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-EST-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","233.68972","235.89434","78.26401","91.49173","149.91416","163.14188","77.1617","79.36632","80.46863","74.405925","68.34322","34.17161","79.36632","63.93398","49.60395","92.59404","142.19799","95.90097","66.1386","80.46863","70.54784","69.44553","81.57094","12.858861390177","19.76240537","49.60400895","44.20171387807999","19.60547511879","3.82101541701","5.79633950467","3.30693"
"INTL.11-2-EST-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","5.486262567089702","5.53801976111885","1.8373803880347588","2.1479235522096474","3.519489193982073","3.830032358156962","1.8115017910201847","1.8632589850493328","1.889137582063907","1.7468052984837494","1.6044730149035922","0.8022365074517961","1.8632589850493328","1.500958626845296","1.164536865655833","2.1738021492242217","3.3383390148800545","2.2514379402679436","1.552715820874444","1.889137582063907","1.6562302089327403","1.53704563166","0.66923885644","0.67672243903","0.74999408704","0.91868058634","0.8894429158999999","0.80397971929","0.78339187542","0.76078680425","0"
"INTL.130-2-EST-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-EST-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","73.32480851987692","74.01655199647954","24.556893419392743","28.70735427900842","47.03855640897765","51.189017268593325","24.211021681091438","24.90276515769405","25.248636895995357","23.34634233533817","21.44404777468099","10.722023887340494","24.90276515769405","20.06056082147576","15.564228223558782","29.053226017309726","44.617454240868504","30.090841232213645","20.752304298078375","25.248636895995357","22.1357912512836","20.542869622","21.29437497605","7.3644779945","6.89098514324","7.795646551","6.384138595999999","18.8014953995","3.03486776659","4.52345474834","3.30693"
"INTL.119-2-EST-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","154.87864891303337","156.33976824240162","51.869736192572496","60.636452168781936","99.35611439704027","108.12283037324971","51.13917652788838","52.60029585725662","53.330855521940734","49.312777366178075","45.29469921041542","22.64734960520771","52.60029585725662","42.37246055167894","32.875184910785386","61.36701183346605","94.24219674425144","63.55869082751841","43.83357988104718","53.330855521940734","46.75581853978366","47.36561474634","59.60732616751","4.817660956647","12.12142613972","40.88968181266","36.928132366179995","0","0.002755775","0.51209795208","0"
"INTL.14-2-EST-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-EST-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","2.20462","2.20462","1.10231","1.73979571458","1.556393927935","1.37299214129","1.595222356761","1.4733428281132","0.43429360535","0.87401608745","0.76556421579","0.50186079911","1.066775383685","1.63168996826","0.98846893475","0.34524790124","0.48700496724","0.26429756177","0.1513802323","0.37744635532997","0.39091439992","0.24415615345","0.2464324236","0.0545422988","0.00055556424","0.02763932094","0.05472307764","0.026565671","0","0","0"
"","Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-SWZ-TST.A","        Coal (Mst)","194.0068","180.77906","146.60741000001","112.43576","137.78892","182.98369","189.59755","181.88137","160.937458","168.653529","176.3696","135.58413","109.12869","61.729359999999","191.80194","167.55112","143.3003","157.11684676875","325.52456632452","346.54970130859","298.19185811985","300.96899743328","296.54510951733","251.30285015413","249.20390637869","226.884019902056","242.62660537794","249.71748346367","224.084576653679","202.883090553709","156.669072769975","154.549467064947","141.879110112161","77.1617000000002","80.8748849806199","95.039203372081","97.603372114384","131.1829172469","150.22721163076","174.804685328505","186.125779849416","243.569752949983","137.175924678929"
"INTL.11-2-SWZ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-SWZ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-SWZ-TST.A","            Bituminous (Mst)","194.0068","180.77906","146.60741000001","112.43576","137.78892","182.98369","189.59755","181.88137","160.937458","168.653529","176.3696","135.58413","109.12869","61.729359999999","191.80194","167.55112","143.3003","157.11684676875","170.93339353749","186.30367086371","152.07529960984","157.03328308014","162.78666789623","137.17200594482","137.25390632624","136.01551336598","133.58439753465","136.16819346367","134.65312691191","113.45164081194","66.223842769975","75.112327064947","72.384120112161","8.3089498472572","8.7087941712879","27.7589877136","35.209031606753","51.21098041673","44.77573409441","56.501730445975","63.206949241216","46.715264833983","89.28711"
"INTL.119-2-SWZ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.59117278703","160.24603044488","146.11655851001","143.93571435314","133.7584416211","114.13084420931","111.95000005245","90.868506536076","109.04220784329","113.54929","89.431449741769","89.431449741769","90.44523","79.43714","69.49499","68.852750152743","72.166090809332","67.280215658481","62.394340507631","79.97193683017","105.45147753635","118.30295488253","122.9188306082","196.854488116","47.888814678929"
"INTL.14-2-SWZ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-SWZ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ETH-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00220462","0.04519471","0.00440924","0.00551155","0.00881848","0.01212541","0.79216736533","16.21613862781","27.48480132882","41.523669737477","107.82832245075","246.91744","320.77221","446.43555","453.04941","579.81506","641.54442","685.63682","660.33015567343","582.3500643532","509.29687434362","727.2490225"
"INTL.11-2-ETH-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ETH-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ETH-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","415.57087"
"INTL.119-2-ETH-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00220462","0.04519471","0.00440924","0.00551155","0.00881848","0.01212541","0.79216736533","16.21613862781","27.48480132882","41.523669737477","107.82832245075","246.91744","320.77221","446.43555","453.04941","579.81506","641.54442","685.63682","660.33015567343","582.3500643532","509.29687434362","311.6781525"
"INTL.14-2-ETH-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ETH-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09259404"
"","Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-FLK-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-FLK-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-FLK-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-FLK-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-FLK-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-FLK-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-FLK-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-FRO-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-FRO-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-FRO-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-FRO-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-FRO-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-FRO-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-FRO-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Fiji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
