Report generated on: 04-02-2024 16:48:16
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.7-2-KWT-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02084027286","0.0767538453","0.13621575363","0.07699304657","0.12387098394","0.62384683295","1.12382268196","0.90845004723","0.57311742444","1.097073476345","1.62102952825","24.72411664008","262.55360483517","290.94475079912","405.7135951022","421.64613692476","387.1088730608","265.07888","369.45948120862","281.4031379675065","65.28992161021","122.73336805301","147.40204758353"
"INTL.11-2-KWT-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0014928330884745188","0.005498041254124656","0.009757424269653111","0.005515175750062399","0.008873142149806177","0.0446874760529309","0.08050180995605562","0.06507420986479269","0.04105362058034622","0.07858570744143238","0.11611779430251853","1.771041082406196","18.80727337061388","20.84099156612","8.6382964074","15.2207626186","6.197076589","4.46215","16.52746845035","7.8676935326","8.09576808546","8.12265563098","0.06213170315"
"INTL.130-2-KWT-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-KWT-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.019308015998290785","0.07111060795308301","0.12620064852199234","0.07133222222747362","0.11476351368834913","0.5779792189861779","1.0411949242840066","0.8416573124256521","0.5309796313284322","1.016412422949905","1.5018452145713779","22.90630467447114","243.24965592443684","269.55337585","370.895899165","403.35947982","380.325058905","260.60097","348.23295672","272.98158750775","56.67309158775","113.42171566132","147.33991588038"
"INTL.119-2-KWT-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000039423773234696824","0.00014519609279233788","0.0002576808383545536","0.00014564859246397278","0.00023432810184469594","0.0011801379108912777","0.0021259477199378593","0.0017185249395551888","0.00108417253122165","0.002075345953662615","0.0030665193761035803","0.046770883202663996","0.496675540119293","0.550383383","26.1793995298","3.06589448616","0.5867375668","0.01576","4.69905603827","0.5538569271565","0.521061937","1.18899676071","0"
"INTL.14-2-KWT-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-KWT-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0054895038","0.03086468","0.034560615199","0.03538635562","0.06263876575","0.0710108102","0.03711257308","0.03386847475","0.03415727997","0.277451427","0.24974596746","0.28990753","0.225325942875","0.16074435575","1.46395145556","1.3938269026","1.0646881597","4.99461841857","10.08454586667","10.28102601031","12.59062340085"
"","Kyrgyzstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-KGZ-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","2734.83110999995","2444.92358000005","1521.6239804879","1195.307920104075","1280.884219999998","1352.534370000006","1343.715890000002","1341.511269999999","1242.303369999999","870.824900000001","1369.069019999997","1621.498009999963","1500.243909999998","1440.719169999979","1369.069020000004","1564.177890000049","2167.141459999994","1908.09861000004","1860.69927999998","2016.12499000003","2831.83439","2228.87082","2813.09512","2897.97299","2447.1282","2363.35264","2359.2802223948","2355.20780478948","1966.630427732855","1493.396921555447","3695.31786887666"
"INTL.11-2-KGZ-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","13.29098","10.09094","13.3008","4.90804","8.34367","7.94122","7.95103","7.96085","7.12648","3.36692","8.65779","10.37561","9.20749","8.32404","7.86269","11.09016","9.57069","12.01964","10.99401","10.16945","12.15783","17.66782","15.22659","12.78536","19.97618","18.5836458742","7.4435577139","5.99097217675","47.10226296655","51.08902061285","3.1195373"
"INTL.130-2-KGZ-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","2.29547","1.74279","2.29716","0.84766","1.44102","1.37151","1.37321","1.37491","1.2308","0.5815","1.49527","1.79195","1.59021","1.43763","1.35795","1.345914","1.283018","1.220122","1.157226","1.09433","1.031434","0.968538","0.905642","0.842746","0.77985","0","0","0","0","0","0"
"INTL.12-2-KGZ-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","123.39855451649","185.37050968762","69.96696269563","43.004205494815","58.801422814808","78.291657321706","83.861885703702","84.544718684469","82.174782847019","90.305114276971","89.089531417067","80.106338557163","84.154925694038","60.851395697259","54.526435263764","69.808585975519","84.702946687274","108.83812739903","100.12624811078","148.15757882254","212.52346","287.57635","337.57208","298.89773","293.59612","267.3290024548","350.4607031838","347.6967380205","569.501406716","511.99967759508","1006.8761228394"
"INTL.119-2-KGZ-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","845.05427608246","790.13129292253","735.2083097626","759.18079630192","856.98025929707","808.98382529721","860.88138482427","869.19380553524","768.56532200582","347.94159355048","855.86002046116","1154.7695273718","993.06948401164","1070.9527542825","1021.1325244399","1130.6294459414","1640.3976374428","1244.5232989443","1237.3697804457","1115.1523319472","1563.884846","655.986522","799.936738","841.224314","460.57874","584.1178719695","466.8586536405","261.29022587133","50.967220869405","38.702894897417","136.12010273726"
"INTL.14-2-KGZ-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","1750.791829401","1457.5880473899","700.85074802967","387.36721830734","355.31784788812","455.94615738109","389.64837947203","378.43698578029","383.20598514716","428.62977217255","413.96640812177","374.454584071","412.22180029432","299.15335002022","284.18942029634","351.30378408313","431.18716786992","541.49742165671","511.0520154435","741.55129923029","1042.23682","1266.67159","1659.45407","1744.22284","1672.19731","1493.3221197015","1534.5173078566","1740.2298687209","1299.0595371809","891.6053284501","2549.202106"
"INTL.21-2-KGZ-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","1.10231","0.41116163","5.37010929697","3.27607744541","4.28336942572","1.2063600216729","3.10892756625","1.73462257375","2.98705286572","7.510368723","3.375603913","1.8003588306","4.0635004685","0.9024391508","0.094578198","0.036486461","0.705588631","0.01543234","0.020392735","0.5760892522","0.0152669935","0.02714658837","0.0778120629","0.07907090092","0.054233652","0.03973276395","0.01763696","0.04979244501","0.017857422"
"","Laos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LAO-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","3.30693","5.51155","9.92079","15.43234","20.94389","25.35313","29.615395333333","26.4251265","23.234857666667","20.044588833333","16.53465","22.0462","34.17161","41.88778","50.70626","56.21781","68.34322","82.67325","137.78875","185.18808","318.56759","419.98011","471.78868","892.8711","947.9866","5284.47414","12496.88847","16003.667273","16201.421687","16231.85536379","14081.09092346","14694.75902587","15091.72621"
"INTL.11-2-LAO-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.53465","22.0462","34.17161","41.88778","50.70626","56.21781","68.34322","82.67325","115.74255","123.45872","233.68972","248.01975","239.20127","220.462","223.76893","149.91416","149.91416","141.426373","145.174227","162.67450056","132.91874442","248.67121521","255.73592"
"INTL.130-2-LAO-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-LAO-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","3.30693","5.51155","9.92079","15.43234","20.94389","25.35313","29.615395333333","26.4251265","23.234857666667","20.044588833333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-LAO-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-LAO-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0462","61.72936","84.87787","171.96036","232.58741","672.4091","724.21767","5134.55998","12346.97431","15862.2409","16056.24746","16069.18086323","13948.17217904","14446.08781066","14835.99029"
"INTL.21-2-LAO-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Latvia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LVA-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","276.948807581376","307.300720155594","286.177884634336","257.940870000002","229.2807699999994","238.099270000001","160.9372599999921","138.8910600000036","106.9240699999994","139.9933699999955","112.4356200000071","111.3333100000053","108.0263800000005","132.277199999992","143.3003000000013","178.5742200000032","178.5742200000032","143.3003000000013","184.0857700000027","189.5973200000025","153.2210899999987","133.37951000000004","112.43562","89.28711","67.86134408119","72.05181853628","86.14773112","74.3728557","43.30424835","31.85606013546","21.89849046"
"INTL.11-2-LVA-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","17.471311277311","18.954383351681","16.407840083319","8.464362162605","7.5238773684874","7.813257557563","5.2811764731092","4.5577276411765","3.5087268348739","4.593900082773","3.6895890428571","3.6534166012605","3.5448992764706","4.3406929915966","4.702417407563","5.8599355386555","5.8599355386555","4.702417407563","6.0407977466386","6.2216599546219","5.0279693819328","3.32110019505","0.49779107059","1.33667984527","1.2978818402","0.28071867384","0","0.28144509613","0.84809416549","0.50854079771","0"
"INTL.130-2-LVA-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.11786780368","0.003858085","0.02801741327","0.0150796008","0.00001212541","0"
"INTL.12-2-LVA-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","236.08249331583","262.96542245156","247.79908532037","238.14228254975","211.68202585563","219.82365040185","148.58431098453","128.23029578118","98.716973736302","129.24799654134","103.80547753715","102.78777677698","99.734674496471","122.12409122016","132.30109882185","164.86752314723","164.86752314723","132.30109882185","169.95602694807","175.04453074891","141.46040566336","127.06806544157","102.44046265585","83.88327222165","63.43210046162","71.65323205876","86.143873035","74.0633931906","42.44107458371","31.34750721234","21.89849046"
"INTL.119-2-LVA-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","23.395002988235","25.380914352353","21.970959230647","11.334225287647","10.074866775882","10.462362040588","7.0717725423529","6.1030365776471","4.6983694288235","6.1514733758825","4.94055342","4.8921166217648","4.7468062270589","5.8124157882354","6.2967837705883","7.8467613141177","7.8467613141177","6.2967837705883","8.0889453052941","8.3311292964706","6.7327149547059","2.99034436338004","9.49736627356","4.06715793308","3.13136177937","0","0","0","0","0","0"
"INTL.14-2-LVA-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-LVA-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","5.51155","12.12541","11.0231","15.064903333333","14.146311666667","13.22772","15.43234","16.370626272","17.308912544","12.31938459301","3.84776517378","7.7419750771","6.8789986243","8.561972463","7.894854451","2.27296322","0.06062705","6.070200708","3.49416947891","3.00884553442","6.2706888508","0.79681801122","0.03480984749","0.24108511779","0.01039368099","0.14958126238","0.04282584581","0.03211800647","0.0258822388","0.0237878498","0"
"","Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LBN-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","122.35641","123.45872","203.92735","244.71282","250.22437","212.194675","195.93089072957","162.03014645915","154.58955395915","147.14896145915","73.8359229183","87.4511710138","86.1824623615","84.9137537092","88.26300403999","91.61225437078","130.68666808252","210.1658954912","280.32239229269","261.6153416246","188.52998409167978","224.46791","177.46954113581","135.9758384859632","128.70793","187.1810686054097","201.6015084181456","215.6493795762903","190.738215259235","227.7491087713544"
"INTL.11-2-LBN-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03259382652744102","0.03288746460426481","0.054323044212401694","0.06518765305488204","0.06665584343900101","0.056525329788580145","0.05219291301376533","0.04316228700977249","0.04118022999121189","0.03919817297265128","0.019668730580543976","0.02329561890255995","0.02295765483735953","0.022619690772159105","0.02351187847428884","0.024404066176418576","0.03481287648870149","0.05598489478094749","0.07467348401399818","0.06969021943214444","0.05022142768577","0.0462","0.08284410805","0.33295824705","0.12822","0.03875281036","0.0575185358","0.0776356933","0.00560304173","0"
"INTL.130-2-LBN-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","2.861464211587692","2.8872431684488427","4.76910701931282","5.722928423175384","5.851823207481136","4.962449195771448","4.5820993911734025","3.7892862767971858","3.6152783179844206","3.4412703591716554","1.7267493461132353","2.0451596783317165","2.0154892719877573","1.9858188656437978","2.0641454523522818","2.142472039060766","3.056278160251437","4.915003541247638","6.555704709317459","6.118215933771518","4.409019538","3.84524","4.12713131325","3.1559073359702","2.99157","4.3540418610457","3.6593908247056","3.7364043313903","3.813417838075","3.2212273329144"
"INTL.12-2-LBN-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","81.71218535892174","82.44833117296609","136.1869755982029","163.4243707178435","167.1050997880652","141.70806920353547","130.84677182693792","108.20714142563764","103.23815718083834","98.26917293603904","49.30918306321008","58.40173224871823","57.55446191312073","56.70719157752323","58.94389142710972","61.180591276696205","87.27530700106972","140.35320755570314","187.20519243149306","174.71223034058414","125.90429063597","151.30362","93.01908081521","71.129212338718","67.42539","96.964434561304","138.63543655764","160.8671706956","144.23201916743","188.49501"
"INTL.119-2-LBN-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","37.75016660296312","38.0902581939808","62.91694433827186","75.50033320592624","77.20079116101466","65.4676312709045","60.4498265984449","49.9905564697054","47.69493823033603","45.399319990966646","22.780321778396143","26.980983467847487","26.589553521554148","26.19812357526081","27.23145528205371","28.26478698884661","40.32027004471014","64.84169949946828","86.48682166786547","80.71520513081221","58.166452490024","69.27285","80.2404848993","61.357760564225","58.16275","85.8238393727","59.2491625","50.968168856","42.687175212","36.03287143844"
"INTL.14-2-LBN-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-LBN-TST.A","        Metallurgical coke (Mst)","5.51155","5.51155","2.20462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.58985159255"
"","Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LSO-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-LSO-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-LSO-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-LSO-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-LSO-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-LSO-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-LSO-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Liberia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LBR-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-LBR-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-LBR-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-LBR-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-LBR-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-LBR-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-LBR-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Libya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LBY-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-LBY-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-LBY-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-LBY-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-LBY-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-LBY-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-LBY-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Lithuania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LTU-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","655.4688517859684","603.9788675624613","566.3004499094984","410.059320000003","372.580780000002","288.8052200000043","244.7128199999965","196.211180000001","144.40261000000206","128.97026999999994","232.58738601119185","298.72601","291.00984","316.3629700000001","439.82169","417.77548999999993","357.14843999999","266.7590200000001","330.693","367.06922999999995","345.0230299999999","393.63459896706","342.31646211840007","277.5801434825744","272.4141871965187","278.44350599999996","293.765615","289.576837","223.76893000000123","248.23180578394","273.262649"
"INTL.11-2-LTU-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","8.2590742041142","5.2933500583874","4.3317397761338","3.343168457929","3.0376100504838","2.3545971397242","1.995116660377","1.5996881330951","1.177298569862","1.0514804020906","1.896259528556495","2.4355091434111276","2.3732719496857766","2.585636065834037","3.630113334943197","3.4583878571693156","2.9756161605676117","2.2911726568948985","2.998305046367768","3.222753610695833","3.0097011865925962","3.4905858773307696","8.594495965295275","0.7849495423586034","2.4472284579716503","0.03475407502763431","0.0313276502","0.05303764565","0.10622350130122","0.07743176595","0"
"INTL.130-2-LTU-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002517092693973515","0.0003637623","0.00027337288","0.00026124747","0.00031195373","0"
"INTL.12-2-LTU-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","637.10653746375","595.34342287525","556.31793164731","402.62648811843","365.82729296782","283.57026851352","240.27709774809","192.65460990613","141.78513425676","126.63252448886","228.37145179879417","293.3111676919269","285.7333690015283","310.61435205683426","431.75089653887596","410.0864920188639","350.532783342565","261.6650795107114","324.0268993772603","359.9041152038183","338.33159245647505","385.87401546045885","328.951656013571","272.5356879143586","269.74638684996984","275.3584348777134","290.74006616215","287.36029772197","221.25394199363","245.0585926008","245.81513"
"INTL.119-2-LTU-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","6.450974116343","2.1339457137398","3.6080529933566","2.611272481113","2.3726077919791","1.8391220162678","1.5583400290513","1.2494798431132","0.91956100813391","0.82128731260814","1.481124982566864","1.9023205332670152","1.8537084835537256","2.019581241523372","2.8353985670021844","2.701267720752663","2.3241857813108875","1.7895826021685988","2.3419075515006633","2.517219195777871","2.350808816194466","2.7264168584798996","3.6500682253920496","4.249111498682789","0.11945469205849253","2.858225472126526","1.79207497095","0.3339448145","0.04960395","1.6967306675","25.573592"
"INTL.14-2-LTU-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","3.6522660017611","1.2081489150842","2.042725492698","1.478390942531","1.3432691897191","1.0412323304923","0.88226556247819","0.7074021176627","0.52061616524614","0.46497779644121","0.8385497012743223","1.0770126313949322","1.049490565232221","1.1434006358083824","1.605281559178645","1.5293424032140486","1.3158547155464955","1.0131852302251607","1.3258880248712424","1.4251419897079443","1.3309275407377674","1.5435807707905207","1.1202419141417197","0.010394527174406143","0.10111719651869379","0.19183986586298143","1.2017824544","1.829283445","2.3588993076","1.39873879596","1.873927"
"INTL.21-2-LTU-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","6.61386","12.12541","14.33003","14.33003","14.33003","14.33003","14.33003","15.43234","15.43234","19.84158","26.45544","26.45544","18.73927","12.12541","17.63696","19.84158","20.94389","20.94389","17.63696","14.329580305345","17.02220061069","17.43286399657","20.613197","18.629039","20.172273","18.46778537703","17.196036"
"","Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-LUX-TST.A","        Coal (Mst)","412.26394","352.7392","315.26066","184.08577","213.84814","219.35969","201.72273","230.38279","181.88115","217.15507","217.15507","223.76893","306.44218","305.33987","346.12534","239.20127","266.75902","213.84814","167.55112","168.65343","189.59732","210.54121","125.66334","94.79866","138.89106","134.48182","162.03957","133.37951","126.76565","114.64024","112.43562","98.10559","90.38942","82.67325","93.69635","80.46863","89.19811530582","74.60764773","69.94818336","70.67129872","71.92793212","71.89156801541","67.37539182"
"INTL.11-2-LUX-TST.A","            Anthracite (Mst)","65.9622304","56.438272","50.4417056","29.4537232","34.2157024","35.0975504","32.2756368","36.8612464","29.100984","34.7448112","34.7448112","35.8030288","49.0307488","48.8543792","55.3800544","38.2722032","42.6814432","34.2157024","26.8081792","26.9845488","30.3355712","33.6865936","20.1061344","15.1677856","22.2225696","21.5170912","25.9263312","21.3407216","20.282504","18.3424384","17.9896992","15.6968944","14.4623072","13.22772","12.12541","12.12541","12.12541","5.27786028","5.246995599999999","5.19298241","5.12022995","4.12265152541","2.92553074"
"INTL.130-2-LUX-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-LUX-TST.A","            Bituminous (Mst)","346.3017096","296.300928","264.8189544","154.6320468","179.6324376","184.2621396","169.4470932","193.5215436","152.780166","182.4102588","182.4102588","187.9659012","257.4114312","256.4854908","290.7452856","200.9290668","224.0775768","179.6324376","140.7429408","141.6688812","159.2617488","176.8546164","105.5572056","79.6308744","116.6684904","112.9647288","136.1132388","112.0387884","106.483146","96.2978016","94.4459208","82.4086956","75.9271128","69.44553","81.57094","68.34322","77.07270530582","69.32978745","64.70118776","65.47831631","66.80770217","67.76891649","64.44986108"
